id,title,tipo,icon,anclajes,lastUpdated,plazas,geometry
"1570,Doctor Alcay,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8876982532674657,41.63818678574726]"""
"1409,San Juan de la Cruz,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8918209326856361,41.64111751927398]"""
"487,Estacion Cercanias Goya,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8908079547523166,41.64391558893158]"""
"1359,Fita,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8900214780707345,41.64635755409281]"""
"1361,Juana Francés,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8923217825417039,41.65084089217067]"""
"302,Parroquia del Carmen,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8886694951976282,41.65040975088476]"""
"374,C.D.M.Palafox,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,5,""[-0.8894201698931499,41.65496758429244]"""
"784,Zambrano con Valero,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.8839349199322003,41.664446313638145]"""
"1728,Pintor Antonio Saura,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8885026382240508,41.67382684582499]"""
"865,Circe,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8850603341995456,41.68455768098713]"""
"2087,Paseo Teruel,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.8903939167177124,41.64862638867349]"""
"2088,Paseo Teruel,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.8923948521869702,41.648195152773006]"""
"2210,Avenida Puente del Pilar,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8681598378620128,41.65965485288292]"""
"1432,San Ignacio de Loyola,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8835216682151751,41.64681198040488]"""
"1419,Lorenzo Pardo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8762008104260067,41.644678095287595]"""
"60,Plaza San Gregorio,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.87585390778913,41.661073045258554]"""
"644,parada Tranvía María Montessori,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.883551712181013,41.66304974179291]"""
"383,Andador,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8829566203040153,41.666888075262534]"""
"1866,Junto Vía Verde,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9247002456675125,41.651609017785155]"""
"828,Zaragoza La Vieja,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.875195782792638,41.63440668521858]"""
"229,Roger de Tur,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8697161455026595,41.646699869359935]"""
"397,CEIP Tenerías,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,5,""[-0.8716442644725332,41.65362529216816]"""
"1124,Edificio Trovador,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.869325187571585,41.65134747697926]"""
"26,Centro Recreativo Ebro Viejo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8728749041279225,41.66737559524895]"""
"734,Monasterio de Obarra,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8605014210998015,41.64300377622238]"""
"469,CEIP La Jota,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,10,2025-04-22T23:05:49,10,""[-0.8586784309653751,41.66050958299579]"""
"2000,Centro Comercial Augusta.,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,10,""[-0.9204048592713073,41.659741943261686]"""
"2013,Cuarte,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,2,2025-04-22T23:05:49,4,""[-0.8884901636425016,41.630988853976795]"""
"2022,Dalia,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9272364759112621,41.643706818158435]"""
"1308,Sobrarbe,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8735947640494194,41.66048024764269]"""
"283,Molino San Lazaro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.872187805275171,41.6571914009717]"""
"282,IES La Azucarera,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:48,20,""[-0.8694188748794945,41.66548584803815]"""
"94,C.D.M. El Cascajo,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:48,10,""[-0.8662885444474114,41.69295499674989]"""
"1508,Marianistas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8643548817322537,41.63873655032814]"""
"1233,Facultad de Veterinaria,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,15,2025-04-22T23:05:48,16,""[-0.8602406692277866,41.634656717073014]"""
"710,CDM Siglo XXI,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8967146212292361,41.67518015397619]"""
"368,Parque Del Agua,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,2,2025-04-22T23:05:48,8,""[-0.91038098885133,41.66809412791503]"""
"311,Salidas Estacion Intermodal Renfe,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,25,2025-04-22T23:05:48,50,""[-0.908638332771108,41.65811483159876]"""
"453,Fray Julian Garces con Boente,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:48,12,""[-0.8873854856392002,41.62996285004374]"""
"524,Ciudad de la Justicia,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:48,20,""[-0.8979697465848733,41.66951489165682]"""
"971,Complejo Funerario Torrero,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:48,6,""[-0.8874148531154423,41.62412431790219]"""
"494,Colegio La Anunciata,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:48,8,""[-0.8920593842143258,41.65655147434557]"""
"507,Bulevar,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:48,6,""[-0.8966963898583387,41.63891653841292]"""
"70,Colegio Publico La Jota,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:48,10,""[-0.8587045126226229,41.66064777786967]"""
"1971,Santa Isabel,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8268181218676192,41.66669954121447]"""
"781,Plaza Emperador,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:48,6,""[-0.898788049388917,41.63782417513874]"""
"589,CC Estación del Norte,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8716985659526546,41.66006354325728]"""
"576,Jardines Gracia Laborda (La Cartuja),Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8241268883272506,41.60523572678832]"""
"615,CEIP Eliseo Godoy,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,14,2025-04-22T23:05:48,28,""[-0.9050355909331284,41.63609951408352]"""
"825,Harinera,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,8,2025-04-22T23:05:48,16,""[-0.8803815463153922,41.634280263329075]"""
"826,Zaragoza La Vieja,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:48,8,""[-0.876935287342221,41.632018026198]"""
"841,Universidad-Geológicas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:48,12,""[-0.8985757043436012,41.6430526439894]"""
"8,Plaza La Libertad,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8265403618251504,41.667852679893215]"""
"9,Colegio Publico Maria Curie,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:48,10,""[-0.8643772327237256,41.66041667315194]"""
"1957,Ludwig Van Beethoven,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.9474265658207207,41.6391400528006]"""
"819,Estudios Orion,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:48,20,""[-1.026130673596749,41.71788074693873]"""
"62,Parque Royo del Rabal,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8592409572073176,41.66293264223902]"""
"1963,Avenida del Cierzo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.9576047703317396,41.62414782328553]"""
"1129,Heroismo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.8748897068420897,41.649367504880395]"""
"522,Centro Servicios Sociales Oliver,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:48,6,""[-0.9255984464434506,41.65000806815654]"""
"1861,Pabellon Ramiro Solans,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.9241649398913042,41.6529989483203]"""
"1922,Los Pajaros,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:48,10,""[-0.9201304285281355,41.61931705347444]"""
"30,Andador Parque,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9134361462898424,41.64240097749155]"""
"702,CDM Salduba,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,8,2025-04-22T23:05:49,9,""[-0.8964626830885294,41.63677448603911]"""
"200,Oficina de Empleo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8790320151535879,41.660790945484344]"""
"751,CEIP Miralbueno,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.9320383361080299,41.65576897928509]"""
"214,Esquina con Balaitus,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.9118694439303834,41.62786093929962]"""
"220,Bulevar,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.8805337612512666,41.647512657246466]"""
"224,Paraninfo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8864602583368073,41.647616847540036]"""
"317,Centro de Historias,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.870178725566475,41.65107813037559]"""
"324,Bulevar,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.886778388350281,41.646550348766404]"""
"965,Aljafería,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.8954644270865403,41.656310102477605]"""
"10,C.D.M. Rio Ebro,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:49,10,""[-0.8960081649660204,41.66858732569942]"""
"1050,Las Ranillas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,24,""[-0.901777144024771,41.67270212265044]"""
"236,Plaza San Roque,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8830492973419972,41.653060084986635]"""
"1720,Mujica Lainez,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8947767167590982,41.674032320475646]"""
"276,Colegio Publico Jose Antonio Labordeta,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,1,2025-04-22T23:05:49,6,""[-0.8966089170480159,41.67676550172536]"""
"1659,Sos del Rey Catolico,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8890581890574059,41.62758351764193]"""
"1649,Deposito Alto,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.8881246739842587,41.631542155169846]"""
"508,Esquina Calatayud,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.892533859989898,41.64488075942987]"""
"554,CEIP MIRALBUENO,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,10,2025-04-22T23:05:49,20,""[-0.9320921133434348,41.65591287519802]"""
"413,Movilidad Urbana,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,7,2025-04-22T23:05:49,14,""[-0.8850816577770032,41.64962446122757]"""
"1025,María Agustín 80,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8930792695406948,41.657645817625365]"""
"1256,Santa Inés,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8908473910246683,41.65690053180118]"""
"1752,María Zayas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8925105230631207,41.6666215082863]"""
"657,IES Corona de Aragón,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.897307799594412,41.642960305663344]"""
"362,Rosalía de Castro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.888623196359136,41.6665071572345]"""
"545,Escuela de artes,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,9,2025-04-22T23:05:49,18,""[-0.884084138106603,41.662119951108195]"""
"405,Esquina Zafiro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.8760840326079503,41.62460226967602]"""
"927,Bautista de Mazo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9009759431571529,41.65925394179212]"""
"1669,Tte Coronel Moyano,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8784838396128459,41.62753761523184]"""
"1039,Parque de las Víctimas del Terrorismo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,7,""[-0.8761776838430001,41.63037501590793]"""
"1575,José Pellicer,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.8825324605474933,41.63968390846621]"""
"1449,Eduardo S. Hernaz,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8770244260514785,41.63913349230712]"""
"974,Puerto Venecia-Decathlon,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,10,""[-0.8841739419437986,41.607947439353204]"""
"160,Puerta Facultad de Medicina B,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,12,2025-04-22T23:05:49,24,""[-0.9038618082066001,41.641569357638225]"""
"1177,Plaza de España,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,12,2025-04-22T23:05:49,24,""[-0.8813230389288272,41.65220841180523]"""
"945,Naútico,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8777660923215957,41.65707772830785]"""
"1238,Hospital Clínico Veterinario,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,6,""[-0.8591091571801233,41.63452496061171]"""
"1331,Azud,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8581815268047018,41.653135838573185]"""
"273,Esquina con Paseo Maria Agustin,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8934827357673157,41.65574840300797]"""
"274,Esquina con Bonn,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.902423162677097,41.662112216590074]"""
"168,Centro de Actividades Distrito-14 La Jota,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.8622451297862876,41.66008082946733]"""
"278,Deposito Municipal de Vehiculos,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,20,2025-04-22T23:05:49,40,""[-0.850921414080891,41.631972784151046]"""
"281,Campo de Futbol La Azucarera,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.8683040601872692,41.665853984333566]"""
"367,Expo Parque Del Agua,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,18,2025-04-22T23:05:49,18,""[-0.9099027758939856,41.66819142810149]"""
"911,Meandro de Ranillas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.9050209442409435,41.67628960681544]"""
"350,Expo Empresarial,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,15,2025-04-22T23:05:49,30,""[-0.9040316777583205,41.67020419812393]"""
"810,Intercambiador,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8868196701641371,41.6664483819439]"""
"471,CDM Torrero,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,9,""[-0.8845103856815936,41.62545194690266]"""
"818,Enseñalia,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.9459953521297885,41.63512505183431]"""
"820,Zumalacárregui,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8883390036984807,41.643480982925944]"""
"596,Calle Cadena,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8753445055823336,41.65018869008813]"""
"33,Asociacion Martin Viola,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.9050600388700837,41.650345213443366]"""
"1090,ACB Aviva,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8819905648415562,41.66326024700792]"""
"1261,Parque Tio Jorge,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8785868716515949,41.662619847932405]"""
"88,CDM Actur V,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:49,10,""[-0.8826503255660207,41.67579310164304]"""
"1806,Hugo Pratt,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8714934196661626,41.61445790634918]"""
"191,Hospital Materno Infantil (Rehabilitación),Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,12,2025-04-22T23:05:49,12,""[-0.8992399966278231,41.63541399947325]"""
"952,Alvira Sierra,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8695358758275326,41.649324526875894]"""
"209,Tesoreria General de la Seguridad Social,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,9,2025-04-22T23:05:49,18,""[-0.8759414102343169,41.645960196288215]"""
"244,Bulevar Ignacio Menaya,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.895421774119444,41.6597745403176]"""
"1786,CPEE Jean Piager,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,10,2025-04-22T23:05:49,20,""[-0.8736050452041543,41.687039613200504]"""
"1264,Centro de Salud Arrabal,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8777468893852134,41.66223084529852]"""
"1779,Club Deportivo Santiago,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8786489770041616,41.671933785385285]"""
"1811,Bienal del Arte,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8714122199007569,41.61924307871855]"""
"96,C.D.M. San Gregorio (Piscinas),Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.8626892907163789,41.68933813557121]"""
"1801,Argentina,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8733673754448551,41.633288899859174]"""
"1205,Calle del Trabajo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.8737832319408356,41.643380787207235]"""
"104,Carrefour,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.8896016597962075,41.67632968341928]"""
"1247,Coso Bajo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8719783515933295,41.6530771570769]"""
"427,Oficina de Turismo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8783701301912861,41.655625168596394]"""
"489,Colegio Publico Candido Domingo,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:49,10,""[-0.8739888247414621,41.65928292042573]"""
"127,Campo de Futbol Picarral,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.8752569383971969,41.6701104781928]"""
"514,Pasaje Palafox,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8823447337016718,41.65092030639279]"""
"519,Auditorio Pilar Bayona,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8747836041849419,41.65433392491362]"""
"1680,Emilio Perez Vidal,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8746562837118569,41.62793501910783]"""
"523,Ciudad de la Justicia,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,15,2025-04-22T23:05:49,30,""[-0.8980947720857569,41.6696398563131]"""
"1599,Bubierca,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8666129546539332,41.638796171060896]"""
"528,Colegio Publico Juan XXIII,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8998366401419507,41.65505637967856]"""
"534,CEIP CATALINA DE ARAGÓN (Zona infantil),Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,10,2025-04-22T23:05:49,20,""[-0.879304500905461,41.688620332916116]"""
"558,C.E.I.P. Torre Ramona,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,6,2025-04-22T23:05:49,12,""[-0.8620862658544163,41.644349702418644]"""
"565,Zona Aparcamiento superficie Edificios residenciales G Laguna 48-56,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.913329217412922,41.64084522228764]"""
"574,Hospital Miguel Servet,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.90139602217789,41.63493819609399]"""
"961,Centro Estudios Adultos Margen Izq.,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,6,2025-04-22T23:05:49,12,""[-0.8665399195387442,41.65536290747003]"""
"396,Esquina Caminos del Norte,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8701039023930123,41.66244863839237]"""
"611,CDM Delicias,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.9183431927318094,41.65590394144668]"""
"1982,Cristo Rey,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8652065229798421,41.69229763552364]"""
"137,Frente a centro de tecnologias avanzadas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.9114400074149906,41.63751134987116]"""
"142,Aragonia frente C/Juan Carlos I 35,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9089056996847098,41.64056630887562]"""
"1322,Aguarón,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8653662843575679,41.66025476260834]"""
"1495,Tomás Higuera,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8645270648104958,41.64330355324818]"""
"1482,IES Pablo Serrano,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,6,2025-04-22T23:05:49,12,""[-0.863952486804383,41.644425458924204]"""
"59,Centro Sociolaboral Las Fuentes,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8604416309425653,41.64422187859679]"""
"378,Hospital Clinico,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.9033859438894875,41.64376768288502]"""
"999,Azud,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8579618886121143,41.65289326606438]"""
"1157,Paseo de la Ribera,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8643409014924355,41.65468573847926]"""
